region,airport,airline_operator,january,february,march,april,may,june,july,august,september,october,november,december,total
II (Cagayan Valley),Bagabag,G. Aviation,56,58,90,68,12,24, -   ,68,98,190,44,2,710
II (Cagayan Valley),Bagabag,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
II (Cagayan Valley),Basco,Asian Spirit,26,22,30,28,28,40,26,24,20,16, -   , -   ,260
II (Cagayan Valley),Basco,Zest Air, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,14, -   ,14
II (Cagayan Valley),Basco,Chemtrad,20,18,38,66,44,26,16,10,22,50,48, -   ,358
II (Cagayan Valley),Basco,Batanes Air,-,-,-,-,-,-,-,-,-,-,-,-,0
II (Cagayan Valley),Basco,Paco, -   , -   , -   ,14,26,16,4, -   ,10,20,22, -   ,112
II (Cagayan Valley),Basco,G. Aviation,2, -   ,4, -   , -   , -   , -   , -   , -   , -   , -   , -   ,6
II (Cagayan Valley),Basco,Military,12, -   , -   , -   , -   , -   , -   , -   , -   , -   ,4, -   ,16
II (Cagayan Valley),Cauayan,G. Aviation,144,90,164,218,200,192,174,108,204,614,340,954,3402
II (Cagayan Valley),Itbayat,Batanes Air, -   , -   , -   , -   , -   ,16,56, -   , -   , -   , -   , -   ,72
II (Cagayan Valley),Itbayat,Chemtrad,-,-,-,-,-,-,-,-,-,-,-,-,0
II (Cagayan Valley),Palanan,Cyclone,72, -   ,92,100,94,102,92, -   ,80, -   ,48,44,724
II (Cagayan Valley),Palanan,G. Aviation, -   , -   ,38,92,20, -   , -   , -   ,8, -   ,6,4,168
II (Cagayan Valley),Palanan,Military, -   , -   ,16,18,4, -   ,8, -   , -   , -   , -   ,12,58
II (Cagayan Valley),Tuguegarao,Cebu Pacific, -   , -   , -   , -   , -   ,26,54,48,54,62,60,60,364
II (Cagayan Valley),Tuguegarao,Air Philippines,26,24,24,26,28,26,22,12,26,44,44,26,328
II (Cagayan Valley),Tuguegarao,PAL, -   , -   , -   , -   , -   , -   , -   ,30,50,52,52,52,236
II (Cagayan Valley),Tuguegarao,Asian Spirit,36,28,36,24,32,30,32,12, -   , -   , -   , -   ,230
II (Cagayan Valley),Tuguegarao,Batanes Air, -   , -   , -   , -   , -   , -   , -   ,50,66,58,24,28,226
II (Cagayan Valley),Tuguegarao,Chemtrad,70,48,70,82,70,36,20,14,22,40,30,48,550
II (Cagayan Valley),Tuguegarao,G. Aviation,54,4,22,26,50,36,36,32,32,22,40,10,364
II (Cagayan Valley),Tuguegarao,Military, -   ,38, -   ,10, -   , -   ,50, -   , -   , -   , -   , -   ,98
III (Central Luzon),Iba,G. Aviation,834,506,286,700,596,614,626,674,1056,1552,870,678,8992
III (Central Luzon),Iba,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
III (Central Luzon),Subic,International,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Subic,Domestic,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,International,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,Asiana,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,HongKong Airlines,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,HongKong Express,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,Tiger Airways,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,Air Asia,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,Deer Air,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,Shanghai Airlines,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,Domestic,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,Asian Spirit,-,-,-,-,-,-,-,-, -   ,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,Seair,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,Cebu Pacific,-,-,-,-,-,-,-,-, -   ,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,G. Aviation,-,-,-,-,-,-,-,-, -   ,-,-,-,0
III (Central Luzon),Diosdado Macapagal International Airport,Military,-,-,-,-,-,-,-,-,-,-,-,-,0
III (Central Luzon),Plaridel,G. Aviation,9526,11468,6220,11596,10712,11030,8364,8484,10334,9006,9996,10468,117204
NCR,NAIA,International,4960,4652,4938,4920,5212,4983,5240,5148,4846,5258,5019,5349,60525
