region,airport,airline_operator,january,february,march,april,may,june,july,august,september,october,november,december,total
XI (Davao Region),Davao (Domestic),G. Aviation,456,576,626,672,554,633,540,640,521,475,426,449,6568
XI (Davao Region),Davao (Domestic),Military,-,-,504,458,612,276,-,470,330,264,316,354,3584
XI (Davao Region),Mati,G. Aviation,no report submitted,-,-,-,-,-,-,-,-,-,-,-,0
XIII (Caraga),Tandag,Cebu Pacific,38,28,40,38,30,30,40,42,34,22,34,30,406
XIII (Caraga),Tandag,G. Aviation,-,-,-,-,-,-,-,-,-,-,-,-,0
XIII (Caraga),Tandag,Military,-,-,-,-,-,-,-,-,-,-,-,-,0
ARMM,Cotabato,Cebu Pacific,72,74,78,76,80,76,78,80,78,78,80,82,932
ARMM,Cotabato,Philippine Airlines,-,-,-,-,40,28,-,4,4,2,12,12,102
ARMM,Cotabato,Philippine Airlines Express,64,58,64,62,22,32,62,58,56,58,46,48,630
ARMM,Cotabato,Military,22,12,20,14,14,6,8,10,12,10,34,28,190
ARMM,Cotabato,G. Aviation,32,38,48,44,60,44,22,18,32,50,14,14,416
X (Northern Mindanao),Iligan,G. Aviation,no report submitted,-,-,-,-,-,-,-,-,-,-,-,0
ARMM,Malabang,G. Aviation,no report submitted,-,-,-,-,-,-,-,-,-,-,-,0
