region,airport,airline_operator,january,february,march,april,may,june,july,august,september,october,november,december,total
III (Central Luzon),Diosdado Macapagal International Airport,Cebu Pacific, Grand Total for the whole year ,-,-,-,-,-,-,-,-,-,-,-,2
III (Central Luzon),Diosdado Macapagal International Airport,Asian Spirit, Grand Total for the whole year ,-,-,-,-,-,-,-,-,-,-,-,300
III (Central Luzon),Diosdado Macapagal International Airport,Seair, Grand Total for the whole year ,-,-,-,-,-,-,-,-,-,-,-,559
III (Central Luzon),Diosdado Macapagal International Airport,PEAC, Grand Total for the whole year ,-,-,-,-,-,-,-,-,-,-,-,562
III (Central Luzon),Diosdado Macapagal International Airport,G. Aviation, Grand Total for the whole year ,-,-,-,-,-,-,-,-,-,-,-,5681
III (Central Luzon),Diosdado Macapagal International Airport,Military, Grand Total for the whole year ,-,-,-,-,-,-,-,-,-,-,-,3278
III (Central Luzon),Plaridel,G. Aviation, -   , -   ,460,424,484,316,474,492,504,492,312,318,4276
NCR,NAIA,International,2008,3648,1938,3853,3948,3862,4034,3940,3681,3834,3691,3948,42385
NCR,NAIA,Domestic,6854,6061,3283,7143,7364,6333,6268,6373,5915,6527,6520,7145,75786
NCR,NAIA,G. Aviation,3213,3454,1853,4346,3374,2818,3417,3000,3551,3473,3265,4090,39854
IV-A (CALABARZON)),Alabat,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,2
III (Central Luzon),Baler,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,50,50
IV-B (MIMAROPA),Busuanga,Asian Spirit,64,58, -   , -   , -   ,64, -   ,64, -   ,60,58, -   ,368
IV-B (MIMAROPA),Busuanga,Seair,152,142, -   , -   , -   ,138, -   ,134, -   ,162,170, -   ,898
IV-B (MIMAROPA),Busuanga,G. Aviation,70,94, -   , -   , -   , -   , -   ,146, -   ,180,182, -   ,672
IV-B (MIMAROPA),Busuanga,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
IV-B (MIMAROPA),Calapan,G. Aviation, -   , -   , -   , -   , -   ,170, -   , -   , -   , -   , -   , -   ,170
IV-B (MIMAROPA),Calapan,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
IV-B (MIMAROPA),Cuyo,Seair,20,8,18, -   , -   , -   ,18,14,10, -   ,16, -   ,104
IV-B (MIMAROPA),Cuyo,Paco,-,-,-,-,-,-,-,-,-,-,41,-,41
IV-B (MIMAROPA),Cuyo,Chemtrad,18, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,18
IV-B (MIMAROPA),Cuyo,G. Aviation,12,36,74, -   , -   , -   , -   ,110, -   , -   , -   , -   ,232
IV-B (MIMAROPA),Cuyo,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
IV-A (CALABARZON)),Jomalig,G. Aviation,8,10, -   ,10,12,8, -   , -   ,2, -   , -   ,24,74
IV-B (MIMAROPA),Lubang,G. Aviation, -   , -   ,128,200,136,78,154,198,160,114,52,58,1278
IV-B (MIMAROPA),Mamburao,G. Aviation,14,20,42,40,26,10,32,30,42,32,16,20,324
IV-B (MIMAROPA),Marinduque,Asian Spirit,36,32, -   , -   , -   , -   , -   ,34, -   , -   , -   , -   ,102
IV-B (MIMAROPA),Marinduque,G. Aviation,2,12, -   , -   , -   , -   , -   ,4, -   , -   , -   , -   ,18
IV-B (MIMAROPA),Puerto Princesa (International),Layang-Layang, -   , -   , -   ,6, -   , -   , -   , -   ,6, -   , -   , -   ,12
IV-B (MIMAROPA),Puerto Princesa (Domestic),PAL,68,58,62,60,62,60,72,80,60,62,60,68,772
IV-B (MIMAROPA),Puerto Princesa (Domestic),Air Philippines,62,58,62,58,62,60,62,62,62,62,60,64,734
IV-B (MIMAROPA),Puerto Princesa (Domestic),Cebu Pacific,96,92,102,94,96,94,98,102,90,94,94,96,1148
IV-B (MIMAROPA),Puerto Princesa (Domestic),Seair,44,42,42,42,48,36,42,70,26,40,44,40,516
IV-B (MIMAROPA),Puerto Princesa (Domestic),G. Aviation,62,46,146,182,176,78,66,110,88,116,74,82,1226
IV-B (MIMAROPA),Romblon,Seair,6,16,20,20,18, -   , -   ,2, -   , -   , -   , -   ,82
IV-B (MIMAROPA),Romblon,G. Aviation,8,4,10,6,8,8,4,2,8, -   ,4,6,68
IV-B (MIMAROPA),San Jose,Asian Spirit,42,42,46,42,46,50, -   ,62,60,62,62,60,574
IV-B (MIMAROPA),San Jose,Air Philippines,18,16,18,16,16,18, -   ,16,18,18,18,16,188
IV-B (MIMAROPA),San Jose,PACO,38,24,36,34,36,42, -   ,42,32, -   , -   , -   ,284
IV-B (MIMAROPA),San Jose,G. Aviation,4,18,22,66,30,12, -   ,20,20,64,56,76,388
IV-B (MIMAROPA),San Jose,Military,6, -   , -   , -   ,98,12, -   ,22,8,30,30, -   ,206
IV-B (MIMAROPA),Pinamalayan,Seair, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
IV-B (MIMAROPA),Pinamalayan,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
IV-B (MIMAROPA),Wasig,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
V (Bicol Region),Bulan,G. Aviation, -   , -   ,12, -   , -   , -   , -   , -   , -   , -   , -   , -   ,12
V (Bicol Region),Daet,G. Aviation, -   , -   , -   ,34, -   , -   , -   ,4,12, -   , -   , -   ,50
V (Bicol Region),Legaspi,PAL,64, -   ,62,82,86,60,62,62,62,64,54,74,732
V (Bicol Region),Legaspi,G. Aviation,36, -   ,86,74,72,26,20,16,12,32,18,12,404
V (Bicol Region),Legaspi,Military,4, -   ,6,8,38, -   ,4,12,60,4,4,4,144
V (Bicol Region),Masbate,Asian Spirit,60,58,58,58,60,60,46,48,28,46,38,58,618
V (Bicol Region),Masbate,G. Aviation,32,4,12,38,44,8, -   ,8,12,6,12, -   ,176
V (Bicol Region),Masbate,Military, -   ,16, -   , -   , -   , -   , -   ,16,4, -   , -   , -   ,36
V (Bicol Region),Naga,PAL,42,40,42,36,36,32,36,34,38,38,28,34,436
V (Bicol Region),Naga,G. Aviation,26, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,26
V (Bicol Region),Naga,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
V (Bicol Region),Sorsogon,G. Aviation, -   , -   , -   ,4,2, -   , -   ,8, -   , -   , -   ,4,18
V (Bicol Region),Virac,Asian Spirit,48,40,48,58,58,60,46,44,42,42,40,58,584
V (Bicol Region),Virac,G. Aviation,4,6,28,4,34,2, -   ,6, -   ,2,2,8,96
V (Bicol Region),Virac,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
VI (Western Visayas),Antique,G. Aviation, -   , -   , -   ,76,48,44,38, -   , -   , -   ,42, -   ,248
VI (Western Visayas),Bacolod,PAL,198,174,186,216,198,182,186,186,182,196,178,212,2294
VI (Western Visayas),Bacolod,Cebu Pacific,264,234,308,274,308,250,248,246,238,284,246,284,3184
VI (Western Visayas),Bacolod,Air Philippines,98,116,124,116,120,120,124,122,120,124,120,122,1426
VI (Western Visayas),Bacolod,G. Aviation, -   , -   , -   , -   ,360, -   , -   ,70,138,294,96,102,1060
VI (Western Visayas),Bacolod,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
VI (Western Visayas),Caticlan,Asian Spirit,640,544,550,642,624,502,512,544,446,544,606,630,6784
VI (Western Visayas),Caticlan,Seair,548,456,514,632,692,440,338,594,344,512,602,692,6364
VI (Western Visayas),Caticlan,Paco,32, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,32
VI (Western Visayas),Caticlan,Corp. Air,102,76,54,120,124,62,66,64,46,102,148,98,1062
VI (Western Visayas),Caticlan,G. Aviation,116,98,86,174,62,88,48,74,76,94,128,118,1162
VI (Western Visayas),Iloilo,PAL,412,348,404,448,424,412,372,380,360,372,364,428,4724
VI (Western Visayas),Iloilo,Cebu Pacific,612,528,620,580,616,572,604,612,576,620,588,632,7160
VI (Western Visayas),Iloilo,Air Philippines,480,460,496,464,492,480,496,488,472,500,464,488,5780
VI (Western Visayas),Iloilo,Aboitiz,4, -   ,40, -   ,12,12,4, -   , -   , -   , -   , -   ,72
VI (Western Visayas),Iloilo,G. Aviation,138,126,152,290,132,94,90,94,80,132,134,146,1608
VI (Western Visayas),Iloilo,Military,56,20,24,20,4, -   ,8,12, -   ,24,8,4,180
VI (Western Visayas),Kalibo,PAL, -   ,240,248,376,372,282,248,244,200,224,244,300,2978
VI (Western Visayas),Kalibo,Cebu Pacific, -   ,148,196,336,252,172,148,128,120,140,136,220,1996
VI (Western Visayas),Kalibo,Seair, -   , -   , -   , -   , -   , -   , -   , -   , -   ,12, -   , -   ,12
VI (Western Visayas),Kalibo,G. Aviation, -   ,76,52,80, -   ,24,20,12,32,60,100,32,488
VI (Western Visayas),Kalibo,Aboitiz, -   ,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4
VI (Western Visayas),Kalibo,InterIsland,-,-,-,-,-,-,-,-,-,8,-,-,8
VI (Western Visayas),Kalibo,Military, -   , -   , -   , -   , -   ,16,20,32,4,164, -   ,28,264
VI (Western Visayas),Roxas,PAL, -   , -   , -   ,58,62,60,62,62,60,62,60,62,548
VI (Western Visayas),Roxas,Cebu Pacific, -   , -   , -   ,58,62,60,62,62,60,62,60,60,546
VI (Western Visayas),Roxas,G. Aviation, -   , -   , -   ,16,14,20,12,12, -   ,18,20,18,130
VI (Western Visayas),Roxas,Military, -   , -   , -   , -   , -   , -   , -   , -   ,10,4, -   , -   ,14
VII (Central Visayas),Dumaguete,Cebu Pacific, -   , -   , -   ,92,98,90,96,96,86,90,86,96,830
VII (Central Visayas),Dumaguete,Air Philippines, -   , -   , -   ,84,88,86,90,94,86,88,86,90,792
VII (Central Visayas),Dumaguete,G. Aviation, -   , -   , -   ,106,148,98,126,34,56,64,142,70,844
VII (Central Visayas),Dumaguete,Military, -   , -   , -   , -   , -   , -   ,24,2,6,20, -   ,70,122
VII (Central Visayas),Mactan,International,-,342,366,366,306,334,360,366,350,355,346,380,3871
VII (Central Visayas),Mactan,Domestic,-,1962,2146,2046,2104,1958,2000,1766,1935,2010,1963,2011,21901
VII (Central Visayas),Mactan,G. Aviation,-,624,1622,1428,2085,1463,1697,1258,1568,1616,1928,1529,16818
VII (Central Visayas),Mactan,Military,-,1370,540,1351,1288,1006,750,786,725,665,327,523,9331
VII (Central Visayas),Siquijor,G. Aviation,10,18,4,2,16,26,6, -   , -   , -   , -   , -   ,82
VII (Central Visayas),Tagbilaran,PAL,62,58,62,98,108,100,102,88,82,88,86,104,1038
VII (Central Visayas),Tagbilaran,Cebu Pacific, -   , -   , -   , -   ,50,58,82,78,60,60,60,60,508
VII (Central Visayas),Tagbilaran,Asian Spirit,60,58,62,58,32, -   , -   , -   , -   , -   , -   , -   ,270
VII (Central Visayas),Tagbilaran,G. Aviation,66,186,158,136,124,108,158,184,120,190,142,90,1662
VII (Central Visayas),Tagbilaran,Military,6, -   ,16,10,2,6,18,14,8,54,6, -   ,140
VII (Central Visayas),Ubay,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
VIII (Eastern Visayas),Biliran,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
VIII (Eastern Visayas),Borongan,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
VIII (Eastern Visayas),Calbayog,Asian Spirit, -   ,26,26, -   , -   , -   , -   , -   ,26,26, -   ,52,156
VIII (Eastern Visayas),Calbayog,G. Aviation, -   ,4,18, -   , -   , -   , -   , -   ,6, -   , -   ,12,40
VIII (Eastern Visayas),Calbayog,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4,4
VIII (Eastern Visayas),Catarman,Asian Spirit,26,12,14,24,32, -   , -   ,34,34,36, -   ,34,246
VIII (Eastern Visayas),Catarman,G. Aviation, -   , -   ,14,30,22, -   , -   ,2, -   , -   , -   , -   ,68
VIII (Eastern Visayas),Catbalogan,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
VIII (Eastern Visayas),Guiuan,G. Aviation,16, -   , -   , -   , -   ,4, -   , -   , -   , -   , -   , -   ,20
VIII (Eastern Visayas),Hilongos,G. Aviation, -   , -   ,10,2,8, -   ,6,4,4, -   ,4, -   ,38
VIII (Eastern Visayas),Maasin,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
VIII (Eastern Visayas),Ormoc,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
VIII (Eastern Visayas),Ormoc,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
VIII (Eastern Visayas),Tacloban,PAL,252,232,248,232,256,240, -   , -   ,248,248,240,252,2448
VIII (Eastern Visayas),Tacloban,Cebu Pacific,276,236,268,348,368,324, -   , -   ,276,268,256,348,2968
VIII (Eastern Visayas),Tacloban,G. Aviation,36,44,188,140,116,24, -   , -   ,44,128,16,36,772
VIII (Eastern Visayas),Tacloban,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4,4
ARMM,Cagayn de Sulu,G. Aviation, -   , -   , -   ,2, -   , -   , -   ,4, -   , -   , -   , -   ,6
IX (Zamboanga Peninsula),Dipolog,PAL,52,50,54,58,62,60,62,60,50,58,60,62,688
IX (Zamboanga Peninsula),Dipolog,Asian Spirit,36,34,32,30,34,46,36,34,32,36,60,40,450
IX (Zamboanga Peninsula),Dipolog,G. Aviation,6,22,10,76,36,10,12,6,6,6,8,26,224
IX (Zamboanga Peninsula),Dipolog,Military,12,28, -   ,8, -   , -   ,4, -   ,4,8,10,28,102
IX (Zamboanga Peninsula),Ipil,G. Aviation,22,34,24, -   ,40, -   , -   ,28,22,8,34,24,236
IX (Zamboanga Peninsula),Ipil,Military,8, -   , -   , -   , -   , -   , -   , -   ,12,18, -   , -   ,38
ARMM,Jolo,Seair,72,72,70,58,70,60,68,62,60,68,64,74,798
ARMM,Jolo,South Phoenix, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,16,16
ARMM,Jolo,G. Aviation, -   , -   ,6, -   , -   , -   , -   , -   , -   , -   ,24,10,40
ARMM,Jolo,Military,28,16,18,20,18,10,16,22,44,28, -   ,16,236
IX (Zamboanga Peninsula),Liloy,G. Aviation, -   , -   ,2, -   ,14, -   ,2,2, -   ,4,6, -   ,30
IX (Zamboanga Peninsula),Pagadian,G. Aviation,14, -   ,12,44, -   , -   , -   ,6,4,18,12,14,124
IX (Zamboanga Peninsula),Pagadian,Military,20, -   ,8, -   , -   , -   , -   ,14,16, -   , -   ,30,88
ARMM,Sanga-Sanga,Seair, -   , -   ,58, -   ,46, -   , -   ,44,44,44,44,58,338
ARMM,Sanga-Sanga,South Phoenix, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12,12
ARMM,Sanga-Sanga,G. Aviation, -   , -   ,2,22,28, -   , -   , -   ,6,2, -   ,8,68
ARMM,Sanga-Sanga,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
IX (Zamboanga Peninsula),Siocon,G. Aviation, -   , -   ,62,58,12, -   , -   ,44,22, -   , -   , -   ,198
IX (Zamboanga Peninsula),Zamboanga,PAL,120,118,124,116,124,120,124,124,120,124,120,122,1456
IX (Zamboanga Peninsula),Zamboanga,Cebu Pacific,120,116,124,116,124,120,124,126,120,124,120,120,1454
IX (Zamboanga Peninsula),Zamboanga,Air Philippines,60,58,62,58,64,60,62,62,60,60,60,60,726
IX (Zamboanga Peninsula),Zamboanga,Seair, -   ,200,218,182,202,198,212,196, -   ,80,192,150,1830
IX (Zamboanga Peninsula),Zamboanga,South Phoenix, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,36,36
IX (Zamboanga Peninsula),Zamboanga,G. Aviation,206,120,160,244,148,44,48,112,68,68,58,48,1324
XIII (Caraga),Butuan,PAL,62,54,62,58,62,60,62,62,60,62,60,62,726
XIII (Caraga),Butuan,Cebu Pacific,66,54,60,58,70,62,64,62,60,62,60,68,746
XIII (Caraga),Butuan,G. Aviation,26,14,40,52,32,16,40,22,30,28,18,10,328
XIII (Caraga),Butuan,Military,2,4,2,30,6,4,18, -   ,6,2,2, -   ,76
X (Northern Mindanao),Cagayan de Oro,PAL, -   , -   ,190, -   ,246,226,186,186,180,186,180,216,1796
X (Northern Mindanao),Cagayan de Oro,Cebu Pacific, -   , -   ,134, -   ,186,146,134,134,130,124,120,154,1262
X (Northern Mindanao),Cagayan de Oro,Air Philippines, -   , -   ,62, -   ,56,60,62,62,60,60,60,60,542
X (Northern Mindanao),Cagayan de Oro,Asian Spirit, -   , -   ,62, -   ,60,60,64,64,60,62,60,60,552
X (Northern Mindanao),Cagayan de Oro,Seair, -   , -   ,52, -   ,48,42,52,52,48,44,52,54,444
X (Northern Mindanao),Cagayan de Oro,Aboitiz, -   , -   ,6, -   ,12,2, -   ,8,12, -   , -   ,8,48
X (Northern Mindanao),Cagayan de Oro,G. Aviation, -   , -   ,96, -   ,72,8,40,30,16,22,14,26,324
X (Northern Mindanao),Cagayan de Oro,Military, -   , -   , -   , -   ,10,2,10,6,12,12,10,18,80
X (Northern Mindanao),Camiguin,Seair, -   , -   ,18, -   , -   ,16,18,20,22,32, -   , -   ,126
X (Northern Mindanao),Camiguin,G. Aviation, -   , -   ,18, -   , -   , -   ,6,12,8,10, -   , -   ,54
X (Northern Mindanao),Camiguin,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
X (Northern Mindanao),Ozamis,G. Aviation, -   ,30,10,36,20,10,8,2,2,4,8,8,138
XIII (Caraga),Siargao,Seair, -   , -   ,18, -   , -   , -   ,30,18, -   , -   , -   , -   ,66
XIII (Caraga),Siargao,G. Aviation, -   , -   , -   , -   , -   , -   , -   ,6, -   , -   , -   , -   ,6
XIII (Caraga),Surigao,Asian Spirit, -   , -   ,54, -   , -   ,60,70,72,70,72, -   , -   ,398
XIII (Caraga),Surigao,G. Aviation, -   , -   ,98, -   , -   ,22,42,10,30,18, -   , -   ,220
XIII (Caraga),Surigao,Military, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
XII (SOCCSKSARGEN),Allah Valley,G. Aviation,4,4,4,8,6,4,6,6,16,14, -   ,2,74
XIII (Caraga),Barobo,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
XIII (Caraga),Bislig,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
XII (SOCCSKSARGEN),General Santos Tambler (International),International, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
XII (SOCCSKSARGEN),General Santos Tambler (International),Merpati Air,2,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4
XII (SOCCSKSARGEN),General Santos Tambler (Domestic),Domestic, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
XII (SOCCSKSARGEN),General Santos Tambler (Domestic),PAL,62,58,62,58,62, -   ,62, -   , -   ,62,60,62,548
XII (SOCCSKSARGEN),General Santos Tambler (Domestic),Air Philippines,62,58,62,58,62, -   ,62, -   , -   ,62,60,64,550
XII (SOCCSKSARGEN),General Santos Tambler (Domestic),G. Aviation,34,32,60,28,38, -   ,18, -   , -   ,8,12,10,240
XII (SOCCSKSARGEN),General Santos Tambler (Domestic),Military,2,2,14,22,12, -   ,18, -   , -   ,8,22,38,138
XII (SOCCSKSARGEN),General Santos Buauyan,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
XI (Davao Region),Davao (International),Silk Air,36, -   ,34,32, -   , -   ,36,36,34,34,36,34,312
XI (Davao Region),Davao (International),Bouraq,8, -   ,10,8, -   , -   ,10,10,6, -   , -   , -   ,52
XI (Davao Region),Davao (International),Merpati Air,8, -   ,8,12, -   , -   ,16,16,10,8,8,10,96
XI (Davao Region),Davao (Domestic),PAL,192, -   ,186,182, -   , -   ,186,188,186,186,180,206,1692
XI (Davao Region),Davao (Domestic),Cebu Pacific,398, -   ,398,374, -   , -   ,398,400,384,398,384,420,3554
XI (Davao Region),Davao (Domestic),Air Philippines,122, -   ,124,116, -   , -   ,124,124,120,124,120,126,1100
XI (Davao Region),Davao (Domestic),Seair,26, -   ,12,16, -   , -   ,16,18,16,12,18,16,150
XI (Davao Region),Davao (Domestic),South Phoenix, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4,4
XI (Davao Region),Davao (Domestic),G. Aviation,206, -   ,308,308, -   , -   ,266,242,186,152,186,172,2026
XI (Davao Region),Davao (Domestic),Military,-,-,-,-,-,-,-,-,-,-,-,-,0
XI (Davao Region),Mati,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
XIII (Caraga),Tandag,Asian Spirit,28,28,38,32,38,36,36,34,34,36,28,28,396
XIII (Caraga),Tandag,Seair,16,16,18,16,18,16,18,18,16,16,18,16,202
XIII (Caraga),Tandag,G. Aviation,14,10,32,22,6,18, -   ,2,2,6,4,8,124
XIII (Caraga),Tandag,Military,4, -   , -   ,4, -   , -   , -   , -   , -   , -   , -   , -   ,8
ARMM,Cotabato,PAL,52,50,54,58,62,58, -   ,58, -   ,50, -   ,62,504
ARMM,Cotabato,Seair,34,36,38,32,34,36, -   ,34, -   ,40, -   ,40,324
ARMM,Cotabato,G. Aviation,22,18,28,36,42,12, -   ,8, -   ,10, -   ,16,192
ARMM,Cotabato,Military,6,6,4,34,8,4, -   ,18, -   ,12, -   ,18,110
X (Northern Mindanao),Iligan,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
ARMM,Malabang,G. Aviation, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0
